#SHEETINFO | name=Arithmetic operations and word problems,,,,,,,
"=S187 &"" ÷ ""&R187&"" = """,=Q187,"="" (""&T187&"" ÷ 10) + (""&S187-T187&"" ÷ ""&R187&"") = ""& T187/10&"" + ""&(S187-T187)/R187&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q187*R187,=R187*10,=S187-T187
"=S188 &"" ÷ ""&R188&"" = """,=Q188,"="" (""&T188&"" ÷ 10) + (""&S188-T188&"" ÷ ""&R188&"") = ""& T188/10&"" + ""&(S188-T188)/R188&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q188*R188,=R188*10,=S188-T188
"=S189 &"" ÷ ""&R189&"" = """,=Q189,"="" (""&T189&"" ÷ 10) + (""&S189-T189&"" ÷ ""&R189&"") = ""& T189/10&"" + ""&(S189-T189)/R189&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q189*R189,=R189*10,=S189-T189
"=S190 &"" ÷ ""&R190&"" = """,=Q190,"="" (""&T190&"" ÷ 10) + (""&S190-T190&"" ÷ ""&R190&"") = ""& T190/10&"" + ""&(S190-T190)/R190&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(2;9),=Q190*R190,=R190*10,=S190-T190
"=S191 &"" ÷ ""&R191&"" = """,=Q191,,~#place-after-tech-cols#~=RANDBETWEEN(110;400),=RANDBETWEEN(2;9),=Q191*R191,,
"=S192 &"" ÷ ""&R192&"" = """,=Q192,,~#place-after-tech-cols#~=RANDBETWEEN(110;400),=RANDBETWEEN(2;9),=Q192*R192,,
"=S193 &"" ÷ ""&R193&"" = """,=Q193,,~#place-after-tech-cols#~=RANDBETWEEN(110;400),=RANDBETWEEN(2;9),=Q193*R193,,
2763 ÷ 9,=2763 / 9,,,,,,
1648 ÷ 8,206,,,,,,
3642 ÷ 6,607,,,,,,
8296 ÷ 17,488,,,,,,
,,,,,,,
5 × (4 + 6) =,=5*(4+6),,,,,,
(75 - 25) ÷ 5 =,=(75 - 25) / 5,,,,,,
96 - (49 ÷ 7) =,=96 - (49 / 7) ,,,,,,
1016 - 466 =,=1016 - 466,,,,,,
,,,,,,,
36 - 6 × 4 = ,=36 - 6 * 4,,,,,,
6 × 7 ÷ 3 =,=6 * 7 / 3,,,,,,
6 × 8 ÷ 4 =,=6*8 / 4,,,,,,
18 + 18 ÷ 2 =,=18 + 18 / 2 ,,,,,,
72 ÷ 8 × 4 =,=72 / 8 * 4 ,,,,,,
,,,,,,,
12 × 7 - 44 + 6 =,=12 * 7 - 44 + 6,,,,,,
3 × (3 + 6) - 17 =,=3 * (3 + 6) - 17,,,,,,
(45 + 5) ÷ 10 + 23 =,=(45 + 5) / 10 + 23,,,,,,
64 ÷ 8 + (27 ÷ 3 + 2) =,=64 / 8 + (27 / 3 + 2) ,,,,,,
(81 ÷ 9 + 1) × (3 + 5) =,=(81 / 9 + 1) * (3 + 5) ,,,,,,
(16 - 8 × 2) × 5 + 89 =,= (16 - 8 * 2) * 5 + 89 ,,,,,,
6 + 14 ÷ 2 + 8 =,=6 + 14 / 2 + 8 ,,,,,,
7 × 6 + 4 × 9 =,=7 * 6 + 4 * 9 ,,,,,,
63 - 3 × 12 ÷ 4 + 2 =,=63 - 3 * 12 / 4 + 2 ,,,,,,
26 - 7 + 3 × (16 ÷ 8) =,=26 - 7 + 3 * (16 / 8) ,,,,,,
(42 ÷ 6 - 18 ÷ 9) + 10 ÷ 5 =,=(42 / 6 - 18 / 9) + 10 / 5 ,,,,,,
(67 + 33) × 40 ÷ 20 =,=(67 + 33) * 40 / 20,,,,,,
,,,,,,,
21000 ÷ 700 = ,=21000/700,"""Cross out"" all common zeros (in this case two 0s) and you are left with only 210 ÷ 7 to calculate",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
18000 ÷ 30 =,=18000/30,"""Cross out"" all common zeros (in this case one 0) and you are left with only 1800 ÷ 3 to calculate",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
500000 ÷ 10000 = ,=500000 / 10000,"""Cross out"" all common zeros (in this case four 0s) and you are left with only 50 ÷ 1 to calculate",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
,,,,,,,
"=S227 &"" ÷ ""&R227&"" = """,=Q227,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q227*R227,,
"=S228 &"" ÷ ""&R228&"" = """,=Q228,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q228*R228,,
"=S229 &"" ÷ ""&R229&"" = """,=Q229,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q229*R229,,
"=S230 &"" ÷ ""&R230&"" = """,=Q230,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q230*R230,,
